name,district,party,age,www,education,segment,oik,imp,lib,vih
Marika Visakorpi,Keski-Suomi,Kristillisdemokraatit,45,http://www.visakorpi.net,korkeakoulututkinto,Kansalliskonservatiivit,0.537999779,-0.154691124,-1.586404805,0.063916903
Petri Honkonen,Keski-Suomi,Keskusta,27,http://www.petrihonkonen.net,Filosofian maisteri,Kansalliskonservatiivit,0.227979022,0.530644118,0.523321184,0.061494811
Sari Hovila,Keski-Suomi,Keskusta,41,http://www.sarihovila.fi,korkeakoulu,Kansalliskonservatiivit,-0.204222941,0.354980083,-1.284551009,-0.841585585
Tuulia Ikkelä-Koski,Keski-Suomi,Keskusta,49,http://www.tuuliaikkela-koski.fi,Ylempi korkeakoulututkinto,Oikeisto,0.893363757,-0.393021288,0.302491593,-0.157823626
Anne Kalmari,Keski-Suomi,Keskusta,46,http://www.annekalmari.fi,Maatalous- ja metsätieteiden maisteri & Agronomi,Kansalliskonservatiivit,0.680252739,-0.219311326,0.019004316,-0.372363862
Ilkka Kemppainen,Keski-Suomi,Keskusta,46,http://www.ikemppainen.com,Ylempi AMK insinööri,Oikeisto,1.505721887,0.642563344,0.252780339,-1.366538913
Satu Koskinen,Keski-Suomi,Keskusta,47,http://www.satukoskinen.fi,agrologi,Kansalliskonservatiivit,0.212435171,0.877552454,-1.53325472,-0.645674473
Joonas Könttä,Keski-Suomi,Keskusta,25,http://www.joonaskontta.fi,Yhteiskuntatieteiden maisteri,Kansalliskonservatiivit,0.24480834,0.429263537,-0.305985476,-0.646058778
Pertti Lehtomäki,Keski-Suomi,Keskusta,,,Peruskoulu / Ammattikoulu,Kansalliskonservatiivit,0.761023695,-0.103410158,-0.57635747,-0.347621486
Samuli Mattila,Keski-Suomi,Keskusta,18,http://www.samulimattila.fi,Lähihoitaja-opiskelija,Kansalliskonservatiivit,0.284625418,-0.026523786,-0.588404347,-0.079774769
Petri Neittaanmäki,Keski-Suomi,Keskusta,39,http://www.neittaanmaki.fi,Yhteiskuntatieteiden maisteri,Kansalliskonservatiivit,0.612418838,0.093273869,0.200400694,0.050382547
Lauri Oinonen,Keski-Suomi,Keskusta,67,http://www.laurioinonen.fi,ylempi korkeakoulutus,Kansalliskonservatiivit,0.407576205,0.259321901,-1.083406571,-0.247088186
Aila Paloniemi,Keski-Suomi,Keskusta,59,http://wwwailapaloniemi.net,Korkeakoulututkinto,Kansalliskonservatiivit,-0.301535668,-0.254267208,-0.230386985,0.687921732
Mauri Pekkarinen,Keski-Suomi,Keskusta,67,http://www.mauripekkarinen.fi,Korkea-aste,Kansalliskonservatiivit,0.637497137,0.202707605,-0.960467965,-0.564755307
Matti Similä,Keski-Suomi,Keskusta,38,http://www.mattisi.fi,Insinööri AMK,Kansalliskonservatiivit,0.903488354,-0.195876767,-0.314257648,-0.815574076
Lotta Ahola,Keski-Suomi,Kokoomus,43,http://www.lottaahola.fi,sairaanhoitaja (y-AMK),Oikeisto,1.354100357,-0.818847732,-0.226233218,-0.462117929
Caius Forsberg,Keski-Suomi,Kokoomus,31,http://www.caius.fi,Liikuntatieteiden opiskelija,Oikeisto,1.114504126,-0.671066716,0.36861081,0.490291571
Pauliina Holm,Keski-Suomi,Kokoomus,40,http://www.pauliinaholm.fi,Filosofian maisteri,Oikeisto,1.20836428,-0.68097177,0.618312495,0.359790099
Juuso Lahtinen,Keski-Suomi,Kokoomus,25,http://www.juusolahtinen.fi,Amk-opiskelija,Oikeisto,1.385431632,0.165298721,-0.561256514,-0.798574803
Annamaija Manninen,Keski-Suomi,Kokoomus,53,http://www.annamaijaeduskuntaan.fi,kauppatieteen maisteri,Oikeisto,1.020460823,-0.572630084,-0.149981553,-0.084652766
Marjo Pakka,Keski-Suomi,Kokoomus,35,http://www.marjopakka.fi,FM & HTK,Oikeisto,1.51205534,-0.896401857,1.205412482,0.050394818
Mikael Palola,Keski-Suomi,Kokoomus,39,http://www.mikaelpalola.fi,Yhteiskuntatieteiden maisteri,Oikeisto,1.568660986,-0.313572249,-0.913001414,-0.462765318
Juha Suonperä,Keski-Suomi,Kokoomus,56,http://www.juhasuonpera.fi,Ylempi korkeakoulututkinto,Oikeisto,1.166072064,-0.045489776,0.020256949,-0.990222984
Kati-Erika Timperi,Keski-Suomi,Kokoomus,43,http://www.kati-erika.fi,MMM & kuluttajaekonomia,Oikeisto,1.407245194,-0.535774063,-0.08439914,-0.893820975
Sinuhe Wallinheimo,Keski-Suomi,Kokoomus,43,http://www.sinuhewallinheimo.fi,BA & BBA & LitM,Oikeisto,1.265283424,-0.336132253,0.564613873,-0.727859687
Ahti Weijo,Keski-Suomi,Kokoomus,40,http://www.ahtiweijo.fi,Korkeakoulututkinto,Oikeisto,1.355515659,-0.528957774,-0.637498508,-1.245512287
Mikko Merikivi,Keski-Suomi,Muutos 2011,23,http://www.mikkomerikivi.org,Ylioppilas,Viherliberaalit,-0.039271806,0.577146882,1.404203607,0.172219152
Tommi Brander,Keski-Suomi,Piraattipuolue,27,,Filosofian maisteri,Viherliberaalit,0.284183699,0.097885269,1.839621409,0.43399539
Miika Hämynen,Keski-Suomi,Piraattipuolue,29,http://miikahamynen.fi,FM,Viherliberaalit,0.247439204,-0.572781517,1.486579153,0.709337994
Arto Lampila,Keski-Suomi,Piraattipuolue,27,http://www.alampila.fi,ammattikorkeakoulu,Oikeisto,1.13702079,-0.672701685,2.454234905,0.689017776
Jonna Purojärvi,Keski-Suomi,Piraattipuolue,26,http://jonnapurojarvi.puheenvuoro.uusisuomi.fi/,Ylioppilas,Viherliberaalit,-0.174949453,0.093580072,1.741816137,0.711778352
Matti Eskelinen,Keski-Suomi,Piraattipuolue,26,http://piraattipuolue.fi/matti-eskelinen,Luonnontieteiden kandidaatti,Viherliberaalit,-0.175819018,-0.522613993,2.058396049,0.251926593
Jyri Hämäläinen,Keski-Suomi,Piraattipuolue,26,http://piraattipuolue.fi/jyri-hamalainen,Luonnontieteiden kandidaatti,Oikeisto,1.165483636,-0.254973528,2.414245002,-0.030987516
Eetu Rantakangas,Keski-Suomi,Piraattipuolue,27,http://airzero.puheenvuoro.uusisuomi.fi/,Filosofian ylioppilas,Viherliberaalit,-0.017896859,-0.552511865,2.381001662,-0.000803655
Jari Halttunen,Keski-Suomi,Perussuomalaiset,45,http://www.jarihalttunen.fi,Poliisin alipäällystökoulutus,Kansalliskonservatiivit,0.952263355,1.639145802,-0.979505309,-0.738417642
Anna Humppi,Keski-Suomi,Perussuomalaiset,30,http://www.annahumppi.ehdolla.fi,Ammattikorkeakoulu,Kansalliskonservatiivit,0.139345586,1.382789187,0.34337895,-1.325026112
Kauko Isomäki,Keski-Suomi,Perussuomalaiset,63,,Yo  & peruskoulun opettaja  & Hum .kand.,Kansalliskonservatiivit,-0.048766013,1.230830837,0.005318218,-1.740469794
Toimi Kankaanniemi,Keski-Suomi,Perussuomalaiset,65,http://www.toimi-kankaanniemi.blogspot.com,Korkeakoulu,Kansalliskonservatiivit,0.097148067,1.125820568,-0.931387434,-0.432385716
Eero Paananen,Keski-Suomi,Perussuomalaiset,33,http://www.eero-paananen.tk,Ammattikoulu,Kansalliskonservatiivit,0.030667305,2.013580533,-0.394279022,-1.077259049
Sirpa Rintala,Keski-Suomi,Perussuomalaiset,60,http://www.perusnainen.fi,Korkeakoulu,Kansalliskonservatiivit,0.961834579,0.908029667,0.213735631,-0.924490184
Marita Salenius,Keski-Suomi,Perussuomalaiset,60,,yo &maatilateknikko & kauppateknikko,Kansalliskonservatiivit,0.069036398,1.155000172,-0.083097151,-1.570676405
Mauno Vanhala,Keski-Suomi,Perussuomalaiset,65,http://www.maunovanhala.net,Lääketieteen tohtori & Yleislääketieteen dosentti & professori,Kansalliskonservatiivit,0.672093639,-0.136845195,-0.259494814,-0.661689195
Jukka Hämäläinen,Keski-Suomi,SDP,48,http://www.jukkahamalainen.com,Ammattikoulu,Demarit,-0.701431709,0.04589047,0.608176172,0.088759925
Raisa Kinnunen,Keski-Suomi,SDP,48,http://www.raisakinnunen.fi,alempi korkeakoulu,Demarit,-1.096905567,-1.083525434,-0.136972812,0.680763492
Juha Manni,Keski-Suomi,SDP,35,http://www.juhamanni.fi,ammattikoulu,Kansalliskonservatiivit,-0.100678962,0.948430274,0.053788364,-0.761483025
Tony Melville,Keski-Suomi,SDP,62,http://www.tonymelville.net,MA (Cantab) MA (London) PGCE EFL,Viherliberaalit,-0.420178231,-1.32832764,-0.261739505,0.75768455
Riitta Mäkinen,Keski-Suomi,SDP,35,http://www.riittamakinen.fi,Ylempi korkeakoulututkinto & YTM,Demarit,-1.224911319,0.176138691,-0.382478217,0.069705989
Tuula Peltonen,Keski-Suomi,SDP,52,http://www.tuulapeltonen.fi,Kasvatustieteen maisteri & yo-merkonomi,Demarit,-0.807718741,-0.978707486,-1.261589502,0.340832256
Piritta Rantanen,Keski-Suomi,SDP,35,http://www.pirittarantanen.fi,ammattikorkeakoulu,Kansalliskonservatiivit,0.293062688,0.802220129,0.47392771,-1.092591034
Ari Saastamoinen,Keski-Suomi,SDP,46,http://www.arisaastamoinen.yhdistysavain.fi,Ammattikoulu,Kansalliskonservatiivit,-0.366200072,0.807118926,-0.619031336,0.202710545
Anni Kivistö,Keski-Suomi,SKP,31,,AMK,Demarit,-1.241936538,0.582537861,0.841383769,0.514032183
Miguel López,Keski-Suomi,SKP,56,https://www.facebook.com/MiguelLopezSKP,Ylempi korkeakoulututkinto,Demarit,-1.184059739,0.170276071,0.956987251,0.186224445
Riitta Tynjä,Keski-Suomi,SKP,62,http://www.riittatynja.net,Ylempi korkeakoulututkinto,Vihervasemmisto,-1.633858582,-0.483195469,-0.088423539,1.428381379
Riikka Kaikkonen,Keski-Suomi,SKP,30,http://sosialistisosionomi.blogspot.fi/,ylioppilas & sosiaalialan amk-opinnot kesken,Vihervasemmisto,-1.258635846,-0.570043289,-0.381630844,1.233055279
Sami Markuksela,Keski-Suomi,SKP,29,http://smarkuksela.wordpress.com,Filosofian maisteri,Vihervasemmisto,-1.598819895,-0.985540851,0.186136268,1.564646069
Aino Sillman,Keski-Suomi,SKP,,,ammattikoulu &kodinhoitajakoulu,Demarit,-0.806371045,-0.173486802,-0.807493174,1.034431254
Timo Suntioinen,Keski-Suomi,SKP,50,http://skpjyvaskyla.yhdistysavain.fi/eduskuntavaalit/suntioinen-timo/http://www,ylioppilas,Vihervasemmisto,-1.403257352,0.387257741,0.605415963,1.136566982
Ari Harlamow,Keski-Suomi,Vasemmistoliitto,47,,Toisenasteen,Demarit,-1.318220031,0.655724498,-0.829904163,0.601699915
Matias Heikola,Keski-Suomi,Vasemmistoliitto,19,http://www.ehdokas.vasemmisto.fi/matiasheikola,Filosofian ylioppilas,Vihervasemmisto,-1.45584773,-0.724482656,0.416108802,1.103961511
Marjukka Huttunen,Keski-Suomi,Vasemmistoliitto,28,http://www.marjukkahuttunen.fi,Alempi korkeakoulututkinto,Vihervasemmisto,-1.521788733,-0.806320914,0.701082284,1.51329201
Susanna Koistinen,Keski-Suomi,Vasemmistoliitto,27,https://susannakoistinen.wordpress.com/,FM,Vihervasemmisto,-1.3740863,-0.607138334,1.057371794,1.116828865
Tanja Koskinen,Keski-Suomi,Vasemmistoliitto,39,http://www.ehdokas.vasemmisto.fi/tanjakoskinen,HuK & alempi korkeakoulututkinto,Vihervasemmisto,-1.552657307,-0.620206914,0.873218379,1.453706025
Marja Makkonen,Keski-Suomi,Vasemmistoliitto,54,http://www.marjaleenamakkonen.fi,Keskiaste,Vihervasemmisto,-1.157838238,-0.876856954,-0.798565028,1.225876119
Katja Minkkinen,Keski-Suomi,Vasemmistoliitto,39,http://ehdokas.vasemmisto.fi/katjaminkkinen/,Alempi korkeakoulututkinto / Tradenomi AMK,Vihervasemmisto,-1.28783059,-0.452830969,0.865884461,0.594969494
Janne Räisänen,Keski-Suomi,Vasemmistoliitto,39,http://www.raisanen.org,Automaatiotekniikan insinööri,Demarit,-1.01563333,-0.001602578,0.885941536,0.465945057
Eila Tiainen,Keski-Suomi,Vasemmistoliitto,69,http://eilatiainen.fi/,filosofian maisteri,Demarit,-1.239559644,-0.55470953,-0.02420287,0.399289133
Matti Vesa Volanen,Keski-Suomi,Vasemmistoliitto,68,http://www.ehdokas.vasemmisto.fi/mattivesavolanen/,tutkijakoulutus & Psykologian tohtori,Vihervasemmisto,-1.388020089,-0.718734813,0.798796029,0.836095972
Touko Aalto,Keski-Suomi,Vihreät,31,,YTK,Vihervasemmisto,-0.994898511,-0.591458274,0.572583415,1.126607515
Tommi Tapiainen,Keski-Suomi,Vihreät,41,http://henkilot.vihreat.fi/tommi.tapiainen,ammattikorkeakoulu,Viherliberaalit,-0.592791844,-1.50229633,0.67181047,1.465816754
Heikki Susiluoma,Keski-Suomi,Vihreät,57,http://www.susiluoma.fi,Tohtori (FT),Viherliberaalit,-0.332602756,-0.623691912,-0.214296649,1.171396656
Liisa Kuparinen,Keski-Suomi,Vihreät,32,http://www.liisakuparinen.fi,kauppatieteiden maisteri & ekonomi,Demarit,-0.767816859,-0.533599116,-0.144655085,0.7043647
Laura Mansikkamäki,Keski-Suomi,Vihreät,27,http://www.lauramansikkamaki.fi,Ylempi korkea-aste,Viherliberaalit,-0.44736191,-0.66033011,-0.017071405,1.337353206
Kaisa Peltonen,Keski-Suomi,Vihreät,30,http://www.kaisapeltonen.fi,Kasvatustieteen maisteri,Viherliberaalit,-0.45520392,-0.444018668,0.648651732,1.305854717
Meri Lumela,Keski-Suomi,Vihreät,50,http://www.merilumela.fi,KM & luokanopettaja & rehtori,Viherliberaalit,-0.339607044,-1.021067454,-0.101821286,0.98656967
Elina Sillanpää,Keski-Suomi,Vihreät,36,http://www.elinasillanpaa.fi,Liikuntatieteiden tohtori,Viherliberaalit,-0.867732358,-0.47023668,0.080525295,1.113222749
Pauliina Rusula,Keski-Suomi,Vihreät,39,,amk,Viherliberaalit,-0.229065835,0.003692673,0.582719178,1.020763606
Margo Saxberg,Keski-Suomi,Vihreät,44,http://www.saxberg.fi,2. asteen koulutus,Oikeisto,0.774552952,-0.74790383,1.208608135,-0.652964609
Tero Uuttana,Keski-Suomi,Vihreät,30,http://terouuttana.com/,Yhteiskuntatieteiden maisteri,Viherliberaalit,-0.932503048,-0.780049434,1.459893298,0.773931771
Nico Holmberg,Keski-Suomi,Vihreät,44,,opisto,Viherliberaalit,-0.982335858,-0.404668088,0.61776851,1.234534032
Minna Kilpala,Keski-Suomi,Vihreät,38,http://www.minnakilpala.fi,Filosofian maisteri (tietotekniikka),Viherliberaalit,-0.642261321,-0.753876403,0.795257457,1.278526678
Pirkka Aalto,Lappi,Kristillisdemokraatit,45,http://www.pirkkaaalto.fi,FM,Kansalliskonservatiivit,0.942461706,0.174413233,-1.38566651,0.641183781
Liisa Ansala,Lappi,Keskusta,29,http://www.liisaansala.fi,Ylempi korkeakoulututkinto,Kansalliskonservatiivit,0.067516707,-0.40221081,-0.623638315,-0.705234206
Katri Kulmuni,Lappi,Keskusta,27,http://www.katrikulmuni.fi,Yliopisto,Kansalliskonservatiivit,-0.166837001,0.11593069,-0.659242527,-0.586747954
Timo Kurula,Lappi,Keskusta,49,http://www.timokurula.fi,FM,Kansalliskonservatiivit,0.499238776,-0.054502579,-0.80431548,-1.293150095
Mikko Karna,Lappi,Keskusta,34,http://www.lapinpuolustaja.fi,Upseerin ylempi korkeakoulututkinto,Kansalliskonservatiivit,0.843582146,1.301071632,0.969475265,-0.106999167
Markus Lohi,Lappi,Keskusta,42,,Yliopisto,Kansalliskonservatiivit,0.842468428,-0.208008919,-1.276488252,-1.485758553
Eeva-Maria Maijala,Lappi,Keskusta,47,http://www.eeva-mariamaijala.fi,Ylempi korkeakoulututkinto,Kansalliskonservatiivit,0.974495581,0.273580897,-1.737448549,0.049714559
Sauli Martimo,Lappi,Keskusta,52,http://www.saulimartimo.fi,keskiaste,Kansalliskonservatiivit,-0.09015316,-0.22996462,-0.640462306,-0.668121676
Anni Miettunen,Lappi,Keskusta,50,http://www.annimiettunen.fi,ylempi korkeakoulututkinto,Kansalliskonservatiivit,0.332184486,-0.481640132,-0.557981636,0.521424493
Merja Mäntyniemi,Lappi,Keskusta,53,http://www.merjamäntyniemi.fi,keskiaste,Kansalliskonservatiivit,-0.176288012,-0.461487275,-0.417054213,-0.781324592
Heli Viiri,Lappi,Keskusta,45,http://www.heliviiri.fi,maatalous- ja metsätieteiden tohtori,Oikeisto,0.988597468,-0.16929102,0.072380185,0.131529794
Heikki Autto,Lappi,Kokoomus,30,http://www.heikkiautto.fi,hallintotieteiden maisteri,Oikeisto,1.268096035,-0.54481271,0.029858246,-1.06095119
Pekka Hacklin,Lappi,Kokoomus,37,,Insinööri (AMK),Oikeisto,1.579840798,-1.07615276,1.71911283,-0.839455035
Kalle Helske,Lappi,Kokoomus,41,http://kallehelske.omablogi.fi/,Filosofian maisteri,Oikeisto,1.276184848,-0.22289552,0.54959916,-1.826067181
Tuomo Juntikka,Lappi,Kokoomus,67,http://www.tuomojuntikka.fi,Korkeakoulu (DI),Oikeisto,1.408298408,-0.30034524,-0.087388332,-0.500600706
Raija Lummi,Lappi,Kokoomus,53,http://raijalummi.blogspot.fi/,ylempi korkeakoulututkinto,Oikeisto,0.973221126,-1.447668511,-0.336455275,0.508417911
Anna-Liisa Lämsä,Lappi,Kokoomus,52,http://www.anna-liisalamsa.com,Kasvatustieteen tohtori,Oikeisto,0.941583667,-0.50252219,-0.840329727,-0.342104989
Jari Nykänen,Lappi,Kokoomus,54,,Yleisesikuntaupseeri,Oikeisto,1.835555722,-1.097259104,1.15316129,-0.71386783
Arto Ojala,Lappi,Kokoomus,70,http://www.artoojala.fi,Korkeakoulututkinto VTM,Oikeisto,1.492804116,-0.940679259,0.462379421,-0.59222356
Sara Tuisku,Lappi,Kokoomus,32,http://www.saratuisku.com,Kasvatustieteidenmaisteri,Oikeisto,1.495280182,0.105981875,0.972477538,-0.352101531
Tuukka Kuru,Lappi,Muutos 2011,24,http://kansojenherra.puheenvuoro.uusisuomi.fi/,Ylioppilas,Oikeisto,1.766165793,0.649056315,1.708378438,-1.719917814
Samuli Mikkola,Lappi,Muutos 2011,39,,Korkeakoulu,Kansalliskonservatiivit,1.035566062,1.051287521,1.015583767,-0.495936172
Aki Oksala,Lappi,Piraattipuolue,37,,,Kansalliskonservatiivit,-0.238489423,0.853112792,0.598744373,-0.80410797
Ari Ryynänen,Lappi,Piraattipuolue,45,http://www,,Kansalliskonservatiivit,-0.188968744,0.195226112,1.309539425,-1.141330122
Liisa Helin,Lappi,Perussuomalaiset,55,http://www.liisahelin.fi,Ylempi korkeakoulututkinto,Kansalliskonservatiivit,0.354214036,0.361595404,-0.781830775,0.125456572
Jarmo Juntunen,Lappi,Perussuomalaiset,59,http://jarmojuntunen.fi/,,Demarit,-0.606047121,2.139984444,0.605131796,-0.26467883
Terho Korpikoski,Lappi,Perussuomalaiset,60,,Koneenrakennusteknikko,Kansalliskonservatiivit,0.058965367,1.601432856,-0.064808166,-1.825480202
Liisa Mariapori,Lappi,Perussuomalaiset,71,http://www.mariapori.,Ekonomi & KTM & KTT (ei väit),Kansalliskonservatiivit,1.318699675,1.574556505,-0.303592233,-0.891393736
Pirita Nenonen,Lappi,Perussuomalaiset,39,http://www.piritanenonen.fi,opistotaso,Kansalliskonservatiivit,-0.21341887,1.761250455,-0.628169185,-0.826763723
Ari Södervall,Lappi,Perussuomalaiset,57,https://ehdokastiedot.perussuomalaiset.fi/users/66/inserts,Ammattikorkeakoulu,Kansalliskonservatiivit,1.019635236,1.107981157,-0.444883678,-1.071056673
Matti Torvinen,Lappi,Perussuomalaiset,58,,yliopisto,Kansalliskonservatiivit,0.837931144,0.236850645,-0.55171126,-1.551150798
Valtteri Huhtamella,Lappi,SDP,54,http://www.valtterihuhtamella.fi,Merkonomi,Kansalliskonservatiivit,-0.204498481,0.190141544,-0.098347292,-0.826635817
Antti Liikkanen,Lappi,SDP,68,http://www.anttiliikkanen.net,ylempi akateeminen,Viherliberaalit,-0.468731173,-1.094271389,-0.633769864,0.426343057
Maria-Riitta Mällinen,Lappi,SDP,28,http://www.mariariitta.net,Maisteri,Vihervasemmisto,-1.525641438,-0.967105874,-0.237479161,0.990499828
Niina Oinas,Lappi,SDP,32,,,Kansalliskonservatiivit,0.277562135,-0.087387256,-0.237949691,0.052626877
Janne Olsen,Lappi,SDP,30,,Sosionomi AMK,Kansalliskonservatiivit,0.069474226,-0.270020873,-0.628545657,-1.29305056
Jani Sukuvaara,Lappi,SDP,40,,toisen asteen koulutus,Demarit,-0.513716254,0.226339593,0.087051244,-0.411683369
Pekka Tiitinen,Lappi,SDP,42,http://www.pekkatiitinen.fi,Terveystieteiden maisteri,Demarit,-1.348025047,-0.2023678,-0.573157056,0.04162768
Arto Ahlakorpi,Lappi,SKP,69,,yo,Vihervasemmisto,-1.734760769,-0.3453535,-0.246053977,1.301116938
Tapio Siirilä,Lappi,SKP,69,http://www.tapiosiirila.wordpress.com,Diplomi-insinööri,Vihervasemmisto,-1.644991343,-0.65239215,-0.470365339,1.311581559
Kerstin Tuomala,Lappi,SKP,67,,Korkeakoulun lopputukinto,Vihervasemmisto,-1.584006749,0.526789523,0.196083044,0.888343182
Jukka Yliviuhkola,Lappi,SKP,58,,Sosiaaliohjaaja,Demarit,-0.984290104,0.747084414,0.150336246,0.379838545
Sari Ekorre-Nummikari,Lappi,Vasemmistoliitto,47,http://www.ekorre-nummikari.com,Ylioppilas & kätilö & AMK-opiskelija,Demarit,-1.196451905,-0.553735416,0.937714302,0.144396242
Marianne Ikävalko,Lappi,Vasemmistoliitto,46,,ammatillinen koulutus,Demarit,-1.324943573,-0.315175847,0.125046047,0.416596984
Markus Mustajärvi,Lappi,Vasemmistoliitto,51,http://www.markusmustajarvi.net,Yhteiskuntatieteiden maisteri & metsätalousinsinööri,Demarit,-1.48074211,1.135342526,0.152987575,0.410319978
Juha Pikkarainen,Lappi,Vasemmistoliitto,62,,keskikoulu,Demarit,-1.155296501,-0.459290969,-0.504260176,0.321579529
Vesa Puuronen,Lappi,Vasemmistoliitto,58,http://vesapuuronen.net,Tohtori,Vihervasemmisto,-1.534444472,-0.439163751,0.488653693,1.358415907
Tarja Tapio,Lappi,Vasemmistoliitto,47,http://ehdokas.vasemmisto.fi/tarjatellervotapio/,Yhteiskuntatieteiden tohtori,Demarit,-1.319536293,-0.597961141,-0.302712509,0.606539302
Inkeri Yritys,Lappi,Vasemmistoliitto,60,http://ehdokas.vasemmisto.fi/inkeriyritys/,Oikeusnotaari,Demarit,-1.169736613,-0.347713484,-0.00909321,0.777306109
Kalle Hietala,Lappi,Vihreät,26,http://kallellaan.org/wp/,,Viherliberaalit,-0.212093938,-0.186263658,1.033734326,0.865680635
Niilo Keränen,Oulu,Keskusta,64,http://www.niilokeranen.com,Ylempi korkeakoulututkinto (erikoislääkäri),Kansalliskonservatiivit,0.102953724,-0.439967228,-1.452262655,-0.292424312
Tuomas Kettunen,Oulu,Keskusta,27,http://www.tuomaskettunen.fi,agrologiopiskelija,Kansalliskonservatiivit,0.370587954,0.931388509,0.17370305,-0.303440825
Timo Korhonen,Oulu,Keskusta,55,http://www.timokorhonen.fi,agrologi,Kansalliskonservatiivit,0.569863311,0.136883905,-0.672317133,-0.334215126
Matti Leiviskä,Oulu,Keskusta,30,http://www.leiviskamatti.fi,Filosofian lisensiaatti,Demarit,-0.36796246,-0.184835361,-0.477375695,0.296387476
Hanna-Leena Mattila,Oulu,Keskusta,46,http://www.hannaleenamattila.fi,Korkeakoulututkinto: filosofian maisteri,Oikeisto,0.963278479,-0.168870659,-0.004811836,-0.007517824
Eija Nivala,Oulu,Keskusta,48,http://www.eijanivala.fi,Teologian maisteri,Kansalliskonservatiivit,0.469057076,0.052743729,-1.142362478,0.092707877
Ulla Parviainen,Oulu,Keskusta,53,http://www.ullaparviainen.fi,ylempi korkea-aste,Kansalliskonservatiivit,0.397490258,-0.556977159,-0.026693134,0.438572407
Juha Pylväs,Oulu,Keskusta,44,http://www.juhapylvas.fi,ylempi korkeakoulututkinto,Kansalliskonservatiivit,0.934660414,0.37096452,-0.84264712,-1.4031842
Antti Rantakangas,Oulu,Keskusta,51,http://www.rantakangas.fi,Opistotaso,Kansalliskonservatiivit,-0.23156489,0.112690124,-1.457316418,-0.535835224
Hannu Takkula,Oulu,Keskusta,51,http://www.hannutakkula.fi,kasvatustieteen maisteri,Kansalliskonservatiivit,0.36705734,0.608749088,-0.904395112,-0.25540956
Mirja Vehkaperä,Oulu,Keskusta,39,http://www.mirjavehkapera.fi,Kasvatustieteen maisteri & luokanopettaja,Kansalliskonservatiivit,0.286722678,-0.266413058,-1.010990092,0.058371476
Jarmo Vuolteenaho,Oulu,Keskusta,56,http://www.jarmovuolteenaho.fi,Agrologi,Kansalliskonservatiivit,0.452579971,0.170834977,-1.154525279,-0.445316769
Outi Ervasti,Oulu,Kokoomus,51,http://www.outiervasti.fi,Ylempi korkeakoulututkinto,Oikeisto,1.938734771,-0.738467949,0.350434951,0.129883552
Janne Heikkinen,Oulu,Kokoomus,24,http://www.janneheikkinen.fi,Yhteiskuntatieteiden ylioppilas,Oikeisto,1.80297164,0.250051189,0.817504274,-1.316879246
Jarmo Husso,Oulu,Kokoomus,61,http://www.jarmohusso.fi,keskiasteen tutkinto,Oikeisto,1.705101546,0.101502369,-0.35688028,-1.240976076
Juha Hänninen,Oulu,Kokoomus,55,http://www.juhahanninen.fi,Teologian maisteri,Oikeisto,1.386545503,-0.045668601,-0.886516003,-0.514076717
Hannu Juntunen,Oulu,Kokoomus,55,http://www.hannujuntunen.net,ylempi yliopistotutkinto,Oikeisto,1.372670481,-0.46704989,0.266252048,-0.385892797
Tomi Kaismo,Oulu,Kokoomus,39,http://www.kaismo.fi,,Oikeisto,1.937144702,-1.207521281,0.606514139,-1.167350114
Bjarne Kallis,Vaasa,Kokoomus,70,http://wbjarnekallis.fiww,valtiot.maist.,Oikeisto,0.939428136,-0.657209674,-1.321922255,-0.119127239
Milla Kynkäänniemi,Oulu,Kokoomus,37,http://www.millakynkaanniemi.fi,Ylioppilas ja poliisin perustutkinto,Oikeisto,0.987356107,-0.572130368,-1.010390855,-0.229735058
Teija Larikka,Oulu,Kokoomus,47,http://www.teijalarikka.fi,Koneinsinööri AMK & Ulkomaankaupan yo-merkonomi,Oikeisto,1.806531789,-0.159648709,0.510281728,-0.309202952
Tuula Mustonen,Oulu,Kokoomus,58,http://www.tuulamustonen.fi,AMK,Oikeisto,1.884215653,-1.197278321,-0.922398453,-1.401211196
Asko Männistö,Oulu,Kokoomus,58,http://www.askomannisto.fi,MAT & MKT & MJD,Oikeisto,1.546358956,0.11570471,0.294810437,-1.410294959
Outi Penttinen,Oulu,Kokoomus,39,http://www.outipenttinen.fi,Optometristi/optikko ja markkinointimerkonomi,Oikeisto,2.171274688,0.286485811,0.740292181,-1.151329739
Sami Pikkuaho,Oulu,Kokoomus,47,http://www.samipikkuaho.fi,Sairaanhoitaja & leikkaus-anestesia,Oikeisto,1.358421954,-0.386409625,-1.188000707,-1.508952166
Lyly Rajala,Oulu,Kokoomus,63,http://wwwwww.lylyrajala.fi,Yo,Oikeisto,1.88658324,0.05816137,0.188250923,-1.477971808
Eero Suutari,Oulu,Kokoomus,58,http://www.eerosuutari.fi,Insinööri,Oikeisto,1.462066258,-0.498430588,0.376209902,-0.110865785
Tiina Suutari,Oulu,Kokoomus,45,http://www.tiinasuutari.fi,Ylempi korkeakoulututkinto,Oikeisto,1.25226539,0.011855928,0.027583972,-0.214112731
Leena Väänänen,Oulu,Kokoomus,46,http://www.leenavaananen.fi,Diplomi-insinööri & eMBA,Oikeisto,1.145260689,-0.566988255,0.373928095,-0.803953142
